Donor ID,Donor First Name,Donor Last Name,Gender,Phone,Email,State,Has Children,Married,Volunteered before,Engaged with Organization,Own Property,Past served on Board,Employer,Job Area,Salary Estimation,Retired?,Education,Education Area,Active outside Organization,Political Contribution,Donor Age,Joint Mailing Name,Military Affiliate/Veteran,Total Lifetime Donations,2019 Donations,2019 Donations Gave in the Area,2018 Donations,2018 Donations Gave in the Area,2017 Donations,2016 Donations,2015 Donations,2014 Donations,2013 Donations,2012 Donations,2011 Donations,2010 Donations
120-36-4125,Matthew,Mills,Male,3-314-011-8182,Matthew_Mills6312@yahoo.com,Wyoming,FALSE,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,IT,Unknown,Unknown,High school,Music,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,027",$0,Unknown,$0,Addictive Disorders N.E.C.,$0,$737,$0,"$3,290",$0,$0,$0,$0
120-37-2017,Martin,Edler,Male,3-704-311-7411,Martin_Edler836@bungar.biz,Pennsylvania,FALSE,FALSE,FALSE,FALSE,TRUE,Unknown,Vodafone,Finance,"$89,388",Unknown,Graduate school,Leadership,FALSE,TRUE,77,Unknown,Unknown,"$22,027","$3,399","Arts, Culture & Humanities",$683,Zoos & Aquariums,"$4,624","$1,256","$6,948",$741,$0,$0,"$2,848","$1,528"
120-58-6002,Rose,Fulton,Female,0-176-745-4724,Rose_Fulton6774@qater.org,Kansas,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown,Apple Inc.,Purchasing,"$141,024",Unknown,University-preparatory school,History,Unknown,Unknown,31,Unknown,Unknown,"$31,141","$6,799",Alliances & Advocacy,$33,Youth Violence Prevention,$0,"$1,907",$0,"$7,930",$0,$0,"$6,787","$7,685"
120-68-7327,Hannah,Willson,Unknown,Unknown,Hannah_Willson8039@bauros.biz,Colorado,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Language Arts,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Management & Technical Assistance,$0,Youth Development Programs,$0,$0,$0,$0,$0,$0,$0,$0
120-78-6750,Hayden,Bradshaw,Male,3-040-248-7154,Hayden_Bradshaw8102@zorer.org,Alaska,TRUE,TRUE,TRUE,FALSE,Unknown,Unknown,Boeing,Human Resources,"$140,122",Unknown,Corporate university,Modern Literature,Unknown,Unknown,49,Unknown,Unknown,"$12,876",$543,Professional Societies & Associations,"$2,142",Youth Development N.E.C.,$0,"$1,110",$0,"$5,978",$0,$0,"$2,887",$216
121-07-8647,Marvin,Roberts,Male,5-618-463-8867,Marvin_Roberts6630@tonsy.org,Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Marketing,Unknown,Unknown,Unknown,LOGIC,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,372",$0,Research Institutes & Public Policy Analysis,$0,Youth Development - Religious Leadership,$0,$0,$0,"$9,372",$0,$0,$0,$0
121-11-8182,Domenic,Dixon,Male,4-140-572-5305,Domenic_Dixon8063@muall.tech,Kentucky,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,BuzzFeed,Sales,"$51,940",Unknown,University college,Earth Science,Unknown,Unknown,60,Unknown,Unknown,"$13,778","$2,538",Single Organization Support,"$1,531",Youth Development - Citizenship,$0,$280,$0,"$7,553",$0,$0,"$1,876",$0
121-26-0060,Chester,Bishop,Male,3-325-566-4177,Chester_Bishop2824@acrit.org,Texas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Unknown,American Literature,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,577",$0,Fund Raising & Fund Distribution,$0,Youth Development - Business,$0,$0,$0,"$4,577",$0,$0,$0,$0
121-27-7654,Abdul,Kent,Male,1-750-614-6878,Abdul_Kent6538@acrit.org,South Carolina,FALSE,TRUE,Unknown,FALSE,Unknown,Unknown,Boeing,Finance,Unknown,Unknown,Middle school,Design and technology,Unknown,Unknown,71,Unknown,Unknown,"$19,114","$3,842",Support N.E.C.,$0,Youth Development - Agricultural,$0,"$1,507",$0,"$8,972",$0,$0,"$4,793",$0
121-31-7063,Caleb,Townend,Male,5-663-504-0116,Caleb_Townend5064@mafthy.com,Maryland,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Team Guard SRL,Research and Development,"$57,218",Unknown,Public university,Speech,TRUE,TRUE,72,FALSE,FALSE,"$48,242","$4,869",Arts & Culture,"$1,854",Youth Development,"$7,984",$939,"$11,570","$9,128","$3,864","$6,496",$399,"$1,139"
121-34-8803,Maxwell,Redwood,Male,8-718-278-7386,Maxwell_Redwood7458@bretoux.com,Tennessee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Junior college,Spanish,Unknown,Unknown,Unknown,Unknown,Unknown,"$3,912",$0,Cultural & Ethnic Awareness,$0,Youth Community Service Clubs,$0,"$3,753",$0,$159,$0,$0,$0,$0
121-41-4112,Rita,Vince,Female,5-261-845-3642,Rita_Vince9309@gompie.com,Minnesota,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Purchasing,Unknown,Unknown,Technical college,Design and technology,Unknown,Unknown,Unknown,Unknown,Unknown,"$5,343",$0,Folk Arts,$0,Youth Centers & Clubs,$0,$0,$0,"$5,343",$0,$0,$0,$0
121-48-8410,Laila,Taylor,Female,4-421-143-6801,Laila_Taylor2860@ovock.tech,Wisconsin,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Areon Impex,Research and Development,"$109,197",Unknown,Public university,Modern Literature,TRUE,TRUE,70,FALSE,FALSE,"$35,612","$4,532",Arts Education,"$2,348",Young Mens or Womens Associations,"$3,691","$4,127","$3,270","$9,837","$3,682",$530,"$2,392","$1,203"
121-51-3783,Morgan,Gordon,Female,3-673-773-8236,Morgan_Gordon6123@elnee.tech,Maryland,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,Biolife Grup,Human Resources,"$123,820",Unknown,High school,Music,Unknown,Unknown,43,Unknown,Unknown,"$29,039","$1,433",Arts & Humanities Councils & Agencies,"$2,523",Womens Studies,$0,"$4,006",$0,"$9,829",$0,$0,"$3,864","$7,384"
121-55-3785,Tom,Ward,Male,0-417-661-7023,Tom_Ward2769@yahoo.com,Massachussets,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Unknown,Design and technology,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,502",$0,Community Celebrations,$0,Womens Service Clubs,$0,$0,$0,"$4,502",$0,$0,$0,$0
121-73-0347,Marvin,Kennedy,Male,5-552-732-8025,Marvin_Kennedy8348@famism.biz,Maryland,TRUE,FALSE,TRUE,TRUE,FALSE,Unknown,DynCorp,Marketing,"$35,552",Unknown,University-preparatory school,German,TRUE,TRUE,42,Unknown,TRUE,"$42,737","$1,533",Media & Communications,"$1,315",Womens Rights,"$3,819","$4,433","$11,267","$9,953",$931,"$3,617","$5,674",$195
121-73-1680,Maxwell,Sanchez,Male,8-874-084-7361,Maxwell_Sanchez8344@bulaffy.com,Illinois,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Resource Program,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,025",$0,Film & Video,$0,Women's Centers,$0,$0,$0,"$9,025",$0,$0,$0,$0
121-76-3504,Lucas,Ainsworth,Male,3-136-522-7347,Lucas_Ainsworth8863@ubusive.com,Wisconsin,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,ExxonMobil,Marketing,"$124,544",TRUE,Middle school,Speech,FALSE,FALSE,24,TRUE,FALSE,"$33,750","$6,850",Television,"$1,748",Winter Sports,"$1,399","$2,156","$5,362","$2,339",$553,"$5,472","$3,113","$4,758"
121-83-3762,Noah,Brooks,Male,1-802-510-2636,Noah_Brooks845@deons.tech,Delaware,TRUE,FALSE,FALSE,FALSE,TRUE,Unknown,Team Guard SRL,Purchasing,"$51,588",Unknown,Graduate school,Design and technology,TRUE,TRUE,65,Unknown,Unknown,"$43,796","$7,338",Printing & Publishing,$895,Wineries,$475,"$1,868","$12,065","$7,837",$0,$0,"$3,893","$9,425"
121-83-4382,Andie,Richardson,Female,1-710-317-8755,Andie_Richardson7590@extex.org,Oregon,TRUE,FALSE,Unknown,TRUE,Unknown,Unknown,Comcast,Marketing,Unknown,Unknown,Graduate school,Ancient Civilizations,Unknown,Unknown,81,Unknown,Unknown,"$15,466","$2,821",Radio,$0,Wildlife Sanctuaries,$0,"$2,530",$0,"$4,722",$0,$0,"$5,393",$0
122-00-2004,Remy,Harrison,Female,8-818-538-7107,Remy_Harrison5294@atink.com,New Jersey,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,Mars,Management,"$94,525",Unknown,Technical college,Ecology,Unknown,Unknown,62,Unknown,Unknown,"$16,823","$5,353",Visual Arts,$916,Wildlife Preservation & Protection,$0,$333,$0,"$1,640",$0,$0,"$1,732","$6,849"
122-04-6508,Belinda,Lewis,Female,8-028-452-4301,Belinda_Lewis9400@nimogy.biz,Virginia,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,CarMax,Research and Development,"$126,337",Unknown,High school,Physical Education,Unknown,Unknown,36,Unknown,Unknown,"$11,778",$136,Museums,$0,"Water Resources, Wetlands Conservation & Management",$0,$824,$0,"$5,477",$0,$0,"$5,341",$0
122-05-4440,Harvey,Craig,Male,5-565-626-3714,Harvey_Craig8678@fuliss.net,South Dakota,FALSE,FALSE,TRUE,FALSE,Unknown,Unknown,UPC,Purchasing,"$82,831",Unknown,Junior college,Leadership,Unknown,Unknown,29,Unknown,Unknown,"$10,692",$840,Art Museums,"$2,464",Warehouse Clubs and Supercenters,$0,"$2,675",$0,$538,$0,$0,"$4,175",$0
122-07-5332,Mark,Parsons,Male,7-445-240-2561,Mark_Parsons5541@twace.org,Maryland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Technical college,Science,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,648",$0,Children's Museums,$0,Voter Education & Registration,$0,$0,$0,"$9,648",$0,$0,$0,$0
122-16-0413,Josh,Shaw,Unknown,Unknown,Josh_Shaw5255@nimogy.biz,New Hampshire,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,German,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Folk Arts Museums<i>(Draft Code - not for internal IRS use)</i>,$0,Volunteers of America,$0,$0,$0,$0,$0,$0,$0,$0
122-18-0012,Benny,Sloan,Male,4-581-464-4046,Benny_Sloan3463@twipet.com,Louisiana,TRUE,FALSE,Unknown,Unknown,Unknown,Unknown,Unknown,Operations,Unknown,Unknown,University-preparatory school,LOGIC,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,973",$0,History Museums,$0,Voluntary Health Associations & Medical Disciplines N.E.C.,$0,$420,$0,"$8,553",$0,$0,$0,$0
122-20-2054,Freya,Lucas,Female,3-726-538-0267,Freya_Lucas6037@brety.org,Massachussets,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Leadertech Consulting,Operations,"$75,055",TRUE,University-preparatory school,LOGIC,TRUE,FALSE,34,TRUE,FALSE,"$41,495","$1,175",Natural History & Natural Science Museums,"$2,471",Voluntary Health Associations & Medical Disciplines,"$9,279",$404,"$6,960","$3,844",$548,"$8,231","$1,424","$7,159"
122-31-4788,Sebastian,Faulkner,Male,2-528-331-7064,Sebastian_Faulkner2705@muall.tech,Tennessee,TRUE,TRUE,FALSE,FALSE,Unknown,Unknown,CarMax,Management,"$125,065",Unknown,Gymnasium,Health,Unknown,Unknown,37,Unknown,Unknown,"$6,631","$2,014",Science & Technology Museums,"$2,360",Voluntary Employees Beneficiary Associations Government),$0,$676,$0,$484,$0,$0,"$1,077",$20
122-35-1161,Lauren,Jackson,Female,6-000-064-7613,Lauren_Jackson4693@gompie.com,Arkansas,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Danone,Marketing,"$36,067",Unknown,Middle school,Ecology,TRUE,FALSE,60,TRUE,FALSE,"$58,302","$7,429",Performing Arts,"$1,413",Voluntary Employees Beneficiary Associations (Non-Government),"$5,827","$4,023","$13,424","$2,999","$4,474","$5,718","$6,817","$6,178"
122-52-3101,Nick,Taylor,Male,0-586-281-0400,Nick_Taylor6260@supunk.biz,Mississippi,TRUE,FALSE,TRUE,TRUE,FALSE,Unknown,ENEL,Finance,"$145,456",Unknown,Corporate university,Geography,FALSE,FALSE,77,Unknown,FALSE,"$41,552","$6,096",Performing Arts Centers,$250,Voluntarism Promotion,"$9,639","$2,556","$2,350","$3,248","$5,929","$2,902",$299,"$8,283"
122-56-7143,Bart,Stanton,Male,8-830-334-4475,Bart_Stanton5119@brety.org,Massachussets,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Economics,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,444",$0,Dance,$0,Vocational Rehabilitation,$0,$0,$0,"$9,444",$0,$0,$0,$0
122-67-3288,Lexi,Miller,Female,6-146-542-6136,Lexi_Miller8584@fuliss.net,Georgia,FALSE,TRUE,TRUE,FALSE,Unknown,Unknown,BuzzFeed,Research and Development,Unknown,Unknown,Junior college,Leadership,Unknown,Unknown,45,Unknown,Unknown,"$17,315","$6,034",Ballet,$0,Vocational Counseling,$0,$879,$0,"$8,676",$0,$0,"$1,726",$0
122-68-1851,Shannon,Franks,Female,0-341-375-8347,Shannon_Franks9983@iatim.tech,Virginia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Design and technology,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,399",$0,Theater,$0,Vocational & Technical Schools,$0,$0,$0,"$2,399",$0,$0,$0,$0
122-75-6254,Luke,Ellery,Male,0-537-782-0402,Luke_Ellery3463@nickia.com,Iowa,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Metro Cash&Carry,Research and Development,"$74,458",FALSE,Technical college,Leadership,TRUE,TRUE,41,FALSE,FALSE,"$45,766","$4,245",Music,"$2,092",Visual Arts,"$3,193","$4,289","$9,478","$4,620","$5,535","$5,521",$186,"$6,607"
122-80-5635,Barney,Jefferson,Male,4-174-810-8082,Barney_Jefferson363@jiman.org,Florida,FALSE,FALSE,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Junior college,Latin,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,422",$0,Symphony Orchestras,$0,Victims Services,$0,"$4,592",$0,"$1,830",$0,$0,$0,$0
123-06-8184,Denny,Lambert,Male,0-724-472-8830,Denny_Lambert5867@sheye.org,Virginia,FALSE,FALSE,TRUE,TRUE,FALSE,Unknown,Global Print,Operations,"$72,608",Unknown,Gymnasium,Basic Math,TRUE,TRUE,21,Unknown,FALSE,"$51,667","$5,210",Opera,"$1,704",Veterinary Services,"$6,289","$3,949","$12,207","$6,952","$6,264","$7,101","$1,096",$895
123-12-0161,Carter,Tindall,Male,0-505-067-7358,Carter_Tindall8146@brety.org,Maine,FALSE,TRUE,TRUE,FALSE,Unknown,Unknown,Global Print,Purchasing,"$60,763",Unknown,Public university,Mathematics,Unknown,Unknown,66,Unknown,Unknown,"$7,295",$34,Singing & Choral Groups,"$1,220",Urban Studies,$0,"$2,301",$0,"$2,339",$0,$0,"$1,401",$0
123-14-2173,Fred,Moss,Male,8-311-377-3248,Fred_Moss9500@supunk.biz,Alabama,TRUE,TRUE,Unknown,FALSE,Unknown,Unknown,Boeing,IT,Unknown,Unknown,Gymnasium,Sociology,Unknown,Unknown,34,Unknown,Unknown,"$11,089","$3,534",Bands & Ensembles,$0,Urban League,$0,"$2,373",$0,"$5,182",$0,$0,$0,$0
123-33-0273,Cherish,Scott,Female,3-140-827-8400,Cherish_Scott9923@bungar.biz,Delaware,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IT,Unknown,Unknown,Gymnasium,Mathematics,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,774",$0,Performing Arts Schools,$0,Urban & Community Economic Development,$0,$0,$0,"$8,774",$0,$0,$0,$0
123-33-3183,Nicholas,Chapman,Male,7-677-553-7437,Nicholas_Chapman4250@deavo.com,Kentucky,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Operations,Unknown,Unknown,Graduate school,Economics,Unknown,Unknown,Unknown,Unknown,Unknown,$957,$0,Humanities,$0,Unknown,$0,$0,$0,$957,$0,$0,$0,$0
123-33-3783,Domenic,Dempsey,Male,5-772-627-8113,Domenic_Dempsey6229@nanoff.biz,Iowa,FALSE,FALSE,TRUE,TRUE,Unknown,Unknown,Danone,Management,"$82,638",Unknown,Technical college,Sociology,Unknown,Unknown,61,Unknown,Unknown,"$17,148","$1,039",Historical Organizations,$0,Unknown,$0,"$3,160",$0,"$9,597",$0,$0,"$3,352",$0
123-38-6163,Caleb,Hamilton,Male,8-302-162-2044,Caleb_Hamilton6267@bretoux.com,California,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,CarMax,Marketing,"$139,744",Unknown,Gymnasium,Speech,Unknown,Unknown,44,Unknown,Unknown,"$11,598","$1,314",Historical Societies & Historic Preservation,$0,Universities,$0,"$3,405",$0,"$5,079",$0,$0,"$1,800",$0
123-46-0222,Leanne,Bolton,Female,5-252-637-4842,Leanne_Bolton884@brety.org,Alabama,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grammar,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,978",$0,Commemorative Events,$0,United Nations Associations,$0,$0,$0,"$4,978",$0,$0,$0,$0
123-46-5288,Naomi,Hewitt,Female,5-848-711-8835,Naomi_Hewitt4429@vetan.org,Tennessee,FALSE,FALSE,TRUE,FALSE,TRUE,Unknown,Boeing,Management,"$128,556",Unknown,High school,Grammar,TRUE,FALSE,52,Unknown,Unknown,"$24,644","$5,782",Arts Services,"$2,382",Undergraduate Colleges,"$2,090","$1,504","$5,105",$336,$0,$0,"$2,130","$5,315"
123-47-8468,Harmony,Davies,Unknown,Unknown,Harmony_Davies295@sheye.org,Florida,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,American Literature,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,"Arts, Culture & Humanities N.E.C.",$0,Two-Year Colleges,$0,$0,$0,$0,$0,$0,$0,$0
123-76-1615,Ryan,Farrow,Male,7-465-644-3825,Ryan_Farrow1901@womeona.net,Kentucky,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Unknown,Resource Program,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,837",$0,Education,$0,Travelers Aid,$0,$0,$0,"$1,837",$0,$0,$0,$0
124-02-1183,Ryan,Davies,Male,4-206-413-1718,Ryan_Davies7644@hourpy.biz,Connecticut,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Latin,Unknown,Unknown,Unknown,Unknown,Unknown,"$3,517",$0,Alliances & Advocacy,$0,Transportation Assistance,$0,$0,$0,"$3,517",$0,$0,$0,$0
124-11-6181,Anabelle,Morrison,Female,0-170-820-5477,Anabelle_Morrison1703@typill.biz,Virginia,TRUE,TRUE,FALSE,TRUE,Unknown,Unknown,DynCorp,Sales,"$111,077",Unknown,Junior college,LOGIC,Unknown,Unknown,76,Unknown,Unknown,"$23,278","$6,114",Management & Technical Assistance,$0,Thrift Shops,$0,"$2,381",$0,"$9,398",$0,$0,"$5,385",$0
124-13-1711,Hayden,Gilmour,Unknown,Unknown,Hayden_Gilmour7043@hourpy.biz,South Dakota,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Leadership,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Professional Societies & Associations,$0,Theater,$0,$0,$0,$0,$0,$0,$0,$0
124-28-0146,Manuel,Jobson,Male,3-087-805-1262,Manuel_Jobson3628@supunk.biz,Hawaii,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Telekom,Marketing,"$111,663",TRUE,Junior college,Basic Math,FALSE,TRUE,42,FALSE,FALSE,"$54,467","$2,755",Research Institutes & Public Policy Analysis,$156,Temporary Housing,"$8,723","$4,518","$10,190","$5,176",$317,"$7,607","$6,736","$8,289"
124-34-7578,Kurt,Matthews,Male,2-417-541-8355,Kurt_Matthews5704@jiman.org,Iowa,FALSE,FALSE,Unknown,TRUE,Unknown,Unknown,Boeing,Finance,Unknown,Unknown,Graduate school,Science,Unknown,Unknown,79,Unknown,Unknown,"$10,350","$3,105",Single Organization Support,$0,Television,$0,$618,$0,"$6,627",$0,$0,$0,$0
124-37-3581,Adelaide,Mcleod,Female,8-053-233-0472,Adelaide_Mcleod2080@twipet.com,Indiana,FALSE,FALSE,TRUE,FALSE,Unknown,Unknown,DynCorp,Management,"$108,583",Unknown,University college,Ancient Civilizations,Unknown,Unknown,47,Unknown,Unknown,"$24,569","$1,392",Fund Raising & Fund Distribution,"$2,094",Telecommunications,$0,"$2,801",$0,"$9,184",$0,$0,$640,"$8,458"
124-37-7512,Jade,Oldfield,Female,5-384-240-7004,Jade_Oldfield3208@acrit.org,Oregon,FALSE,FALSE,TRUE,TRUE,Unknown,Unknown,Facebook,Accounting,"$54,789",Unknown,Gymnasium,Latin,Unknown,Unknown,58,Unknown,Unknown,"$21,494","$3,534",Support N.E.C.,$493,Teachers Retirement Fund Associations,$0,"$4,045",$0,"$1,867",$0,$0,"$1,659","$9,896"
124-40-6450,Benjamin,Cox,Male,2-423-108-8848,Benjamin_Cox8403@zorer.org,New York,TRUE,FALSE,TRUE,FALSE,Unknown,Unknown,Global Print,Human Resources,Unknown,Unknown,Gymnasium,Resource Program,Unknown,Unknown,25,Unknown,Unknown,"$16,616",$490,Elementary & Secondary Schools,$0,Symphony Orchestras,$0,"$4,909",$0,"$6,138",$0,$0,"$5,079",$0
124-41-0711,Rose,Egerton,Female,4-000-683-5476,Rose_Egerton8337@bungar.biz,Pennsylvania,TRUE,TRUE,FALSE,TRUE,FALSE,Unknown,Telekom,Research and Development,"$144,604",Unknown,Corporate university,Earth Science,TRUE,TRUE,63,Unknown,Unknown,"$35,499","$2,840",Preschools,"$1,279",Swimming & Other Water Recreation,"$7,873",$687,"$9,232","$1,891",$0,$0,"$5,277","$6,420"
124-46-2505,Ron,Jenkins,Male,4-318-432-2272,Ron_Jenkins6118@bauros.biz,New York,FALSE,FALSE,FALSE,TRUE,Unknown,Unknown,ENEL,Research and Development,"$107,200",Unknown,University college,Economics,Unknown,Unknown,50,Unknown,Unknown,"$25,996","$2,827",Primary & Elementary Schools,"$2,397",Surgical Specialties Research,$0,"$3,604",$0,"$7,895",$0,$0,"$5,135","$4,138"
124-51-5235,Trisha,Freeburn,Female,7-651-476-5848,Trisha_Freeburn4138@bauros.biz,New York,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,Areon Impex,IT,"$70,875",Unknown,University-preparatory school,Geography,Unknown,Unknown,68,Unknown,Unknown,"$12,836",$577,Secondary & High Schools,$54,Surgical Specialties,$0,$67,$0,"$9,109",$0,$0,"$3,029",$0
124-68-3081,Celia,Redwood,Female,1-275-234-1086,Celia_Redwood511@grannar.com,Maine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sales,Unknown,Unknown,Gymnasium,German,Unknown,Unknown,Unknown,Unknown,Unknown,"$7,272",$0,Special Education,$0,Supportive Housing for Older Adults,$0,$0,$0,"$7,272",$0,$0,$0,$0
124-88-6346,Sofie,Powell,Female,4-533-145-7182,Sofie_Powell7482@supunk.biz,Wyoming,FALSE,FALSE,Unknown,FALSE,Unknown,Unknown,Unknown,Purchasing,Unknown,Unknown,Technical college,Art,Unknown,Unknown,43,Unknown,Unknown,"$12,113","$3,114",Charter Schools,$0,Support N.E.C.,$0,"$1,279",$0,"$7,720",$0,$0,$0,$0
125-02-3864,Carolyn,Dunbar,Female,5-564-702-5816,Carolyn_Dunbar9215@deons.tech,Minnesota,FALSE,TRUE,FALSE,TRUE,Unknown,Unknown,Apple Inc.,Operations,"$71,316",Unknown,Gymnasium,Art,Unknown,Unknown,46,Unknown,Unknown,"$14,750","$3,443",Vocational & Technical Schools,$0,Support N.E.C.,$0,"$2,444",$0,"$3,116",$0,$0,"$5,747",$0
125-03-5844,Marvin,Fisher,Male,6-560-700-3454,Marvin_Fisher6199@eirey.tech,West Virginia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Research and Development,Unknown,Unknown,University college,Dramatics,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,368",$0,Higher Education,$0,Support N.E.C.,$0,$0,$0,"$4,368",$0,$0,$0,$0
125-21-0860,Christine,Lloyd,Female,7-305-563-3166,Christine_Lloyd5093@brety.org,Virginia,FALSE,TRUE,TRUE,TRUE,Unknown,Unknown,CarMax,Operations,"$44,436",Unknown,University-preparatory school,Accounting,Unknown,Unknown,52,Unknown,Unknown,"$17,968","$4,438",Two-Year Colleges,"$1,557",Support N.E.C.,$0,"$4,670",$0,"$3,894",$0,$0,$617,"$2,792"
125-22-0406,Marjorie,Warren,Female,8-768-810-4211,Marjorie_Warren4626@zorer.org,Alaska,TRUE,TRUE,Unknown,FALSE,Unknown,Unknown,Facebook,Operations,Unknown,Unknown,Corporate university,Basic Math,Unknown,Unknown,49,Unknown,Unknown,"$17,062","$1,695",Undergraduate Colleges,$0,Support N.E.C.,$0,"$4,748",$0,"$3,872",$0,$0,"$6,747",$0
125-30-6126,Alexander,Radcliffe,Male,5-383-780-3141,Alexander_Radcliffe1642@gompie.com,California,TRUE,FALSE,TRUE,FALSE,TRUE,Unknown,Telekom,Finance,"$48,118",Unknown,Public university,Language Arts,Unknown,Unknown,39,Unknown,Unknown,"$27,615","$5,349",Universities,"$1,601",Support N.E.C.,$0,$822,"$7,128","$4,724",$0,$0,"$3,827","$4,164"
125-31-6741,Emma,Avery,Female,1-005-671-1118,Emma_Avery438@naiker.biz,Virginia,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Mars,Purchasing,"$75,623",Unknown,Graduate school,History,FALSE,TRUE,38,FALSE,TRUE,"$46,280","$6,253",Graduate & Professional Schools,"$2,025",Support N.E.C.,"$1,153","$1,360","$5,215","$8,522","$4,299","$6,623","$6,380","$4,450"
125-41-3501,Denny,Poulton,Male,2-703-632-3232,Denny_Poulton7034@atink.com,Louisiana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Accounting,Unknown,Unknown,Unknown,Unknown,Unknown,"$5,061",$0,Adult Education,$0,Support N.E.C.,$0,$0,$0,"$5,061",$0,$0,$0,$0
125-41-4046,David,Larkin,Male,5-542-782-6782,David_Larkin7651@bungar.biz,New Jersey,FALSE,TRUE,TRUE,TRUE,FALSE,Unknown,Boeing,Purchasing,"$114,165",Unknown,Technical college,Design and technology,TRUE,TRUE,65,Unknown,TRUE,"$35,838","$3,141",Libraries,"$1,239",Support N.E.C.,"$4,850","$2,206","$11,817","$3,574","$2,400","$1,213","$1,800","$3,598"
